Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.00040121678421054576,13,0.10595710542003184,0.2411880453470759,0.021963061960804824,0.0004822151157862196
2,0.0012029103152418014,8,0.06250004375006486,0.14354230709933857,0.016943571471170923,0.0002856376209721619
3,-0.002041476721455898,13,0.11001594615184757,0.35225400314254374,0.02654256970010793,0.0007003403790808411
4,-0.0004363730588199568,8,0.07925420586861251,0.11774613312548615,0.015345757271994507,0.00023530184480450846
5,0.0007851243782601678,8,0.027343769140653375,0.025015571579324773,0.007073269622928957,4.9414722869311133e-05
6,0.003409698969370069,6,0.06738285966803867,0.17920804296170664,0.01893188014760851,0.00034679003886168994
7,0.001169768202198556,10,0.06234745575262817,0.11504730573013025,0.015168869814862955,0.00022872625381338565
8,-0.0020690646313924524,18,0.08993536568918024,0.22703826323222445,0.021309071459461787,0.0004497954980155697
9,-0.0018107636693316387,5,0.11328132929699256,0.43260860074884216,0.029414574644174005,0.000861938336431513
10,-0.0015348235347671416,9,0.07632451631782822,0.16543101036573096,0.018189612990150778,0.0003285063374485868
11,0.001357817650239522,10,0.045532258435105846,0.06424214120045527,0.011335090753977692,0.0001266406136296086
12,-0.0005844444515325128,14,0.049255405572560876,0.06723441791403434,0.011596069844049262,0.00013412726051114155
13,-0.0011073940363475082,18,0.04898074717717485,0.0867777791301898,0.013174048666236952,0.00017232923670864155
14,-0.002828525612234305,6,0.07952886426399855,0.22318242793805698,0.02112734852924318,0.0004383642987370485
15,-0.0010766933312632485,5,0.10430915504771565,0.4025897119772073,0.02837568367377982,0.0008040201554248278
16,-0.0002369100285707264,10,0.050018345559744284,0.06713743842616984,0.011587703691946031,0.00013421875049070232
17,-0.0013703947087293736,10,0.04705813840947266,0.08177509219319797,0.012788674066782527,0.00016167220272868247
18,-0.002769931821218619,6,0.06893925724189283,0.17738181580780876,0.01883517007132183,0.0003470911093214181
19,-0.002274570146340175,10,0.050018345559744284,0.10495901657690486,0.014488548345290142,0.00020474436380318777
