delta_band,theta_band,alpha_band,beta_band,gamma_band,peak_frequency,mean_frequency,theta_alpha_ratio,entropy,signal_id
14.626899037220433,31.952083808597106,10.055104344797314,3.4469660049901987,0.1320467367020854,4.0,-0.00015902988980053134,3.1776978848687603,4.222605871690948,1
30.963238273466995,0.9503584453263206,2.7482647410126524,0.9590293251509223,0.058447862052621244,2.0,-9.112605292505381e-06,0.3458030920908087,3.333852163026408,2
49.58762386142815,27.65351765819497,7.908782899553104,2.180488480125032,0.12548667447501072,2.0,-0.00014135471862985967,3.4965579418999564,4.045092976181909,3
7.718311768906134,17.46532064106881,2.4594923663093384,1.7378370716585008,0.020931748108476467,4.0,-2.9933851111915605e-05,7.101189204858927,3.8949990779664727,4
4.237992893719417,1.4679403612066049,0.13249505440239373,0.3268440288758098,0.008650178878587971,2.0,-2.4124888425166898e-05,11.079208713318467,3.630968157538727,5
40.82354489681665,1.2785499655080295,0.7629766420833499,0.42510112818962764,0.037589304705475966,2.0,-4.1910292048670604e-05,1.6757393280309054,3.0158284296651408,6
20.245543617832784,4.689131522231222,2.9738185332643288,0.5602341088378446,0.08204722847885482,1.0,-9.10703085677068e-05,1.576804862092245,3.92840229476327,7
35.567041896213865,13.749786632046627,5.091157183776977,1.0167728053992602,0.2927593214914149,3.0,-7.326478759449333e-05,2.7007193327011114,3.978827618049009,8
80.55665753952596,22.41099148953458,3.5204845530435342,0.9826490805743736,0.13711682623939866,2.0,-0.00011369524842205336,6.365882636854577,3.5154957734659176,9
29.558776987975012,9.841145251654016,0.710785894668351,0.8916290438853501,0.03602823855142579,2.0,-8.522211670619815e-05,13.84544252421588,3.5806184573378514,10
8.616533880935823,4.630076182135577,2.2673185843637325,0.2794571810058731,0.02425597999001558,2.0,-3.451031443369849e-05,2.0420933405946102,4.270200246045624,11
5.494655482008335,7.088723688484232,3.1948255589887413,0.6735304537011548,0.18344182241930865,3.0,-0.00017509483760027366,2.2188140033310697,4.587534158689737,12
9.478163542421854,7.337477336666249,3.333093226590227,0.8852546622539283,0.23078642007305145,3.0,-4.842943716365731e-05,2.2014017724228285,4.439684976385834,13
35.929016623331016,15.431600550737386,2.3248872814527717,0.8978318774985985,0.11458009793715261,3.0,-0.0002440410903480462,6.637569345338116,3.7460589120190817,14
81.80145927511767,16.369187008831048,1.0258476451136194,0.9922788599886928,0.13051317707796753,2.0,-0.0003323055918079049,15.95674278417635,3.2632495232351006,15
6.387219136664227,7.184543787618785,2.797971826233222,0.3471968918130641,0.0425698301137574,3.0,-8.54578442054544e-05,2.567768452940786,4.176385581462652,16
9.192138538267445,7.512304337380934,2.850695378472103,0.5156270587334388,0.08057886747030286,3.0,-4.819759352143322e-05,2.63525327683638,4.220511591888748,17
29.277319673346128,10.999425254921338,2.1492424634890557,0.7621966527201629,0.10718053843819546,3.0,-0.00032897899545903785,5.11781497051989,3.787402259669146,18
14.544151149663563,8.072088545703906,2.4235446479037077,0.4575716472083254,0.06300528438170572,3.0,-0.00013742834775117523,3.33069520822982,3.989162912468456,19
