mean,std,rms,skewness,kurtosis,zero_crossings,fft_mean,fft_std,entropy,num_peaks,class
0.0030313417709260724,0.018779958476977856,0.019023035334277592,-0.09938491237476794,-0.4355091308322807,0,0.09633193486551182,0.414316418923573,-426.77877033581285,13,0
0.0023097836486474926,0.009723035506902936,0.009993623965912192,0.3309020510181373,-0.5816649356218995,0,0.06373540880673327,0.21418230003962946,-1135.2740880314752,26,0
0.003888825281321249,0.021877352908206277,0.022220295505209757,-0.042385019965656,-1.2633829313321607,0,0.1039454644254355,0.4858663464316117,-482.4547812188011,17,0
0.0006430954702461046,0.011823193265357697,0.011840670199522098,0.038829671732207006,-0.42118891719371243,0,0.07507032886971286,0.25389994310814357,-815.7282946487675,16,0
0.0008670946504831537,0.006244646739146353,0.0063045591463343174,0.16942847217548854,-0.8032718684357123,0,0.032637459774683644,0.13714419139821327,-2106.101923425982,20,0
0.0014100027453628672,0.005078770374077352,0.005270864848820982,0.26316306754701785,-0.4315917995974279,0,0.0335862127711254,0.11297333507939387,-2624.5760626036868,27,0
0.0019076227226033735,0.010505833409297448,0.010677619588452434,-0.6131091706859304,0.20585921811915053,0,0.07244253058222734,0.22750353799599388,-922.8899471642158,23,0
0.0029325257837860778,0.021256196005398995,0.021457529589692062,-0.12424569615050901,-1.0462998252755185,0,0.12735773274585319,0.4625935537338269,-483.6664317541671,22,0
0.002649932812533344,0.020400243558279723,0.020571632923714982,0.2062362132731599,-0.6824963920472942,0,0.11928569785879256,0.4442600171750525,-462.2864138646169,20,0
0.0003368818769901714,0.008378621236211707,0.008385391059392653,0.0708487588639904,-0.5495810480326417,0,0.05057064848132724,0.1805547039587979,-1496.8247380563014,18,0
0.000923308068738827,0.006237531732081669,0.006305497593253363,-0.9299551330861354,0.9500194531031161,0,0.04502462517613762,0.1336129974104701,-1716.1171537047599,25,0
0.0018540338179036113,0.010741409557113996,0.010900244064771674,-0.7986306210608176,0.5733885669805123,0,0.07906156384370758,0.23055786574823772,-921.6590861868397,32,0
0.002376556156325784,0.012739378600659015,0.012959158394552434,-0.41350567646688835,-0.6306778086916132,0,0.08871106059788661,0.27586272106819276,-791.2177933145279,29,0
0.0010982349490002387,0.021701089644347072,0.021728861262274957,0.04128832333665294,-0.06689624967280183,0,0.15364804819678216,0.46093815546439193,-311.9679834692173,51,0
1.2479794439786307e-05,0.017580335838508723,0.017580340268038713,0.18692034250664655,-0.05474229875770531,0,0.08493442719157417,0.38382329925064596,-469.2674874772247,30,0
0.0007019944372566642,0.00752883687133632,0.0075614932933338345,-1.3121797086542826,2.094244360187351,0,0.05264236373136795,0.1606762955551958,-1265.4659069312802,35,0
0.0017682793633441963,0.009988637424712808,0.010143948418106348,-0.6590434132754663,0.20512332016987234,0,0.08308974076762575,0.21105909062101516,-930.5715817659888,46,0
8.920103955094972e-05,0.01614742355046815,0.01614766992923965,-0.43486394960845964,0.5305308100104389,0,0.10187039404332378,0.34640445275615783,-469.74625158239286,45,0
0.0010704639334667627,0.010444549117437092,0.01049926184545414,-0.5889901043955726,0.2283243032512754,0,0.07640963264774017,0.22198832782004993,-924.2419147711497,38,0
