mean,std,rms,skewness,kurtosis,fft_mean,fft_std,entropy,num_peaks,class
-0.0016802093787248121,0.01889364290709543,0.018968206184486507,0.17615991349955915,-0.32654029463984235,0.1075100786605585,0.410290148449846,-407.2549047975954,22,Complex_Partial_Seizures
0.0016869804783099318,0.01389594068070927,0.013997966657196666,-0.34790874540636135,-0.059576343585783675,0.07967265887160377,0.3026942396153647,-671.7333162513565,39,Complex_Partial_Seizures
-0.005430639250121526,0.02068351627668376,0.021384566589781582,-0.0926274503596148,-0.7473362452816481,0.13733977225816235,0.4580257973875243,-395.91845001007357,44,Complex_Partial_Seizures
0.016741129199816032,0.11958383717149576,0.1207499876585656,6.419524143050808,40.40587890136124,1.4639077662658395,2.2687560053118174,-26.080166422007185,28,Complex_Partial_Seizures
0.0013625173605605722,0.008503950111348834,0.008612410873509162,0.12554876385275593,0.05665698379040407,0.042910162997075375,0.1877379248810262,-1279.2927858920427,17,Complex_Partial_Seizures
0.002178924182045794,0.01379716105771756,0.013968155348638626,-0.8314781466852598,0.12280622009645015,0.07512362869867073,0.3031684718650592,-736.4442844262531,38,Complex_Partial_Seizures
0.001187163233906337,0.012972116955161603,0.013026326222014021,-0.15616365847334493,-0.6400123540219407,0.09804781042823385,0.27427944562324424,-725.9657100677206,55,Complex_Partial_Seizures
-0.004451329482572902,0.015254282914268015,0.0158904839885685,-0.21364994699798046,0.12043385147379482,0.09997460639471983,0.3409674746536636,-500.90905100455757,40,Complex_Partial_Seizures
-0.007627845378010769,0.01655518367996505,0.01822794919315449,-0.05263401507578111,-0.3644652448109116,0.10327301629263412,0.39428891691237283,-510.50838128901427,31,Complex_Partial_Seizures
-0.004400304056230075,0.01822022426155166,0.01874404566598445,0.3842589518309229,-0.871987670482139,0.09247718510623466,0.4088001885996171,-540.5741050265049,14,Complex_Partial_Seizures
0.0002902509849735216,0.011624462416238913,0.011628085487337509,-0.47702780883157536,-0.9524521996678503,0.07724120621822785,0.24827400611495312,-1068.7311674917682,42,Complex_Partial_Seizures
-0.00024685876600359836,0.011848705163661013,0.011851276442042856,-0.4211720776659672,-0.13201600098089195,0.08854742110708813,0.2497713571812108,-762.3707026821296,43,Complex_Partial_Seizures
0.001204008948823347,0.013797264687618882,0.013849698567444049,-0.2079752601400993,0.4414389200994635,0.11619552628394356,0.28706388640183955,-549.143713884238,51,Complex_Partial_Seizures
-0.007823158014729721,0.017179593556525475,0.01887697634926848,-0.7213168799459062,0.3535038316476258,0.09784102698608063,0.41060595646401654,-495.53466173744226,31,Complex_Partial_Seizures
-0.008826637721072316,0.01997367653006866,0.021837062247172176,-0.21518531807924896,0.31957803593668155,0.1033312739412118,0.47723295319908743,-381.44278671888674,18,Complex_Partial_Seizures
-0.0011736172272350293,0.01337537964509707,0.013426770201598737,-0.6198175941283529,-0.20690059937630068,0.09117440978771502,0.2860529776512241,-695.4238503669928,41,Complex_Partial_Seizures
-0.001820529301167585,0.013229793182756992,0.013354465717314681,-0.5956958072955312,-0.10721866791997892,0.089837223622049,0.28478088164297216,-719.9314061638972,34,Complex_Partial_Seizures
-0.007025000717737927,0.01725041615583007,0.018625989708832696,-0.8908115127742021,0.5127599179366258,0.09790762407142724,0.4048182844999208,-500.35809747505647,32,Complex_Partial_Seizures
-0.003495640337027478,0.015143600318160868,0.015541818811260653,-0.3714670728314191,-0.25377592835609253,0.09208283980359595,0.33510418767113764,-592.9597481261397,31,Complex_Partial_Seizures
