Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.0029719545223237166,3,0.13311776896376118,0.6543668715146933,0.03617642523839782,0.0012999012293466263
2,-0.0022507053835410787,14,0.0752869179352588,0.10653479882565042,0.014596903700829873,0.00020800392292780006
3,0.00485751492424828,7,0.09768683595896369,0.4395131575246314,0.029648377949716958,0.0008554308638099678
4,0.0021642146990928984,3,0.04345706166996697,0.08326751978467588,0.012904845584870504,0.000161851214305582
5,-0.000957125376471865,5,0.041534452902264776,0.046895613743285984,0.00968458710976219,9.287513850028555e-05
6,-0.007512183675953765,3,0.12100228196728866,0.5142453419679444,0.03207009017660987,0.0009720577803546223
7,-0.0036888167417823163,6,0.07040410201728498,0.16146067051677265,0.01797001227137993,0.0003093139720790917
8,0.007371310629219149,3,0.12030037717907992,0.5494925996059286,0.03315094567598121,0.0010446489788194175
9,0.005778047795184293,5,0.1098633581544109,0.48505847881391384,0.03114670058975473,0.0009367311213043936
10,0.004687043613512019,3,0.09008795368661693,0.36858651012484556,0.027150930375397654,0.0007152046424147274
11,-0.0027815895442227815,2,0.08480840897530773,0.21736357807171625,0.020850111657816906,0.00042698991575090297
12,0.0018144219737690492,5,0.09881598713999512,0.3115877992311233,0.024963485302782674,0.0006198834713633506
13,0.005315523057354225,9,0.10617072861644317,0.35692510523895654,0.026717975418768414,0.0006855954251046487
14,0.008681614280807427,3,0.1286316818391227,0.6861544795897148,0.037044688677048285,0.00129693853265871
15,0.005294893160100785,5,0.10137946549693136,0.41142290639511364,0.02868528913555217,0.0007948099192133454
16,0.0026971740565397396,7,0.0683289052521461,0.1810473931419223,0.019028788355642735,0.0003548200383925735
17,0.008381382137051011,5,0.12329110192883888,0.7036401686121887,0.037513735314206945,0.0013370327706970996
18,0.008668918959420692,3,0.12377938352063625,0.7016507351891705,0.0374606656424888,0.0013281513144533376
19,0.009265538029398118,3,0.12072762357190261,0.7391515392959777,0.03844870711209878,0.0013924528836177326
