Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.007575534404988405,7,0.16372692124955956,0.8905759736931047,0.042203695897234036,0.0017237632258650464
2,0.0008537889771066749,13,0.10040290231333661,0.2714402046993341,0.023299794192195522,0.0005421514537812394
3,0.00907370439902072,7,0.13494882493300137,0.7200605199968774,0.03794892673045912,0.0013577889284729467
4,0.003239899045822529,5,0.1911317255891876,0.9170593921722299,0.04282661303844211,0.0018236218385173383
5,-2.401925454706766e-05,7,0.049163852774098876,0.07129658373018388,0.011941238104165235,0.00014259259053577879
6,-0.006279821973456148,6,0.12277230273755417,0.4902979347262259,0.031314467414478755,0.0009411597054341493
7,0.0013117360750136444,10,0.11563118445751744,0.22792759937498447,0.02135076576495487,0.0004541345472194768
8,0.010020848616709694,6,0.15283213823258046,0.717010102642923,0.03786845924098109,0.0013336027982868333
9,0.010131505432450772,6,0.16345226285417352,0.6873626010890634,0.037077286877253125,0.0012720777998503471
10,0.006850680381965193,7,0.09722907196665362,0.3045886891991365,0.02468151896456685,0.0005622455567024303
11,-0.002688144654592557,4,0.09823615274973574,0.2621099197206387,0.022895847646271526,0.0005169937177572628
12,0.004250825046440035,14,0.12277230273755416,0.30519552484259105,0.024706093371579047,0.0005923215361097402
13,0.008179233558046893,8,0.14947520228897346,0.527938663982924,0.03249426607827677,0.0009889774663687674
14,0.01060037783097421,8,0.16934215955522944,0.7538043887673109,0.038827938105629844,0.001395240767375212
15,0.009126011564542017,8,0.14410410477920227,0.5325503280146431,0.03263587988746874,0.0009818165689531315
16,0.0025271299921963025,7,0.09396368882150863,0.19590641993183378,0.019794262801722817,0.00038542645386620945
17,0.008057590406490373,6,0.14862070950332806,0.6199869643584047,0.03521326353402663,0.0011750491655580437
18,0.009507115346939876,8,0.15676890856644687,0.6587979558851548,0.03629870399573943,0.0012272106695502898
19,0.008295688717690567,8,0.14929209669204946,0.6279450430428679,0.03543853955915418,0.0011870716347849174
