Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0005495933529179746,11,0.07809453708809373,0.1451760054437473,0.017039718627004808,0.000290049958033923
2,-0.0015489837009292659,13,0.0588379318115845,0.0764401353882962,0.012364476162644028,0.00015048092027084787
3,-0.0003473227035159095,15,0.06875615164496882,0.08705732557033828,0.013195251082896322,0.00017399401808029896
4,-0.001164400912189853,15,0.026580829153469966,0.01520376876517242,0.005514302995877615,2.9051708046036278e-05
5,-0.00033877777565945535,15,0.03344728903812065,0.022720922958093935,0.006741056735867743,4.53270755349071e-05
6,-0.0006377281802374022,10,0.037139918576088345,0.031593467947691044,0.007949021065224451,6.278023866351319e-05
7,-5.00202493102786e-05,8,0.05340579910283862,0.07234040637098345,0.012028333747529908,0.00014467831071662585
8,-0.0007374596953620176,15,0.045745881631517195,0.053122737728195486,0.010307544589105155,0.00010570162865410754
9,-0.0009301478185250591,17,0.05035403915410498,0.0529766671885248,0.010293363608512506,0.00010508815941274266
10,8.36468364442543e-05,14,0.04269412168278356,0.04373987331893768,0.009353060816538902,8.747274984462822e-05
11,0.00019668402494534798,19,0.03372194743350667,0.030057096622377263,0.00775333433077373,6.0075508639085816e-05
12,2.9874826147567978e-05,15,0.0413818649048281,0.0508697504744242,0.010086600068846211,0.00010173860844361105
13,-3.274728800044668e-05,22,0.04611209282536523,0.05182344562045579,0.010180711725656098,0.0001036458188560402
14,-0.0016239349252701637,14,0.04437258965458706,0.04937483498661388,0.009937286851712985,9.611250533171555e-05
15,-0.0007175622204962742,12,0.05294803511052858,0.054466013124899355,0.010437050649000355,0.00010841713070951517
16,0.00011550721030903366,13,0.03558352100223419,0.03377947428544601,0.00821942507544731,6.754560665525864e-05
17,-0.0008288293882271026,19,0.04321292087406828,0.04599954832444018,0.009591615956077493,9.131213849409145e-05
18,-0.000160188783459563,17,0.05105594394231373,0.05477769084267105,0.010466870673001654,0.00010952972123899581
19,-0.00037155367750885457,19,0.04644778641972593,0.0454215218773259,0.009531161721146682,9.070499161938146e-05
