Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.00013851748032248513,15,0.06506352210700111,0.07371722596136279,0.012142258929981916,0.0001474152648303707
2,-0.0019971041318013125,8,0.056091347857724225,0.0914614425630048,0.013524898710378928,0.00017893446021275173
3,-0.001146578634089249,11,0.038574245751993155,0.030594131850224443,0.007822292739373085,5.987362113629892e-05
4,-6.900219619140239e-05,7,0.052825964712579235,0.07372175780589157,0.012142632153358807,0.00014743875430870394
5,-0.0007874475233222748,12,0.04614261042485257,0.05082242495790841,0.010081907057487528,0.00010102477631383044
6,-0.0023045384290367394,9,0.05975345979620458,0.09293259335793591,0.013633238306281888,0.0001805542893449647
7,-0.00335825010413549,8,0.0592651782044072,0.133698796473893,0.016352296259173695,0.00025611974918586
8,-0.002299411472322867,14,0.055145302273616796,0.07952067441623456,0.012611159694194232,0.0001537540557134191
9,-0.0019775118329304424,10,0.04452517765202374,0.05219037724232094,0.010216689996502873,0.00010047020143526196
10,-0.0008412805688179359,9,0.012084969396985196,0.004895074081286125,0.0031289212458245493,9.08239516710162e-06
11,-0.002107272665950597,7,0.05587772466131287,0.0687301961593055,0.011724350400709243,0.00013301979422994847
12,0.0068921843172679706,2,0.07339482676704394,0.13964221435748309,0.01671180507051725,0.00023178222405177159
13,-0.0022913548260582103,8,0.056366006253110244,0.09588122241454769,0.013847831773570018,0.00018651213789019514
14,-0.0022714573511924668,12,0.0555725486664395,0.07379024698403916,0.012148271233722037,0.00014242097546979203
15,-0.0010943325037669294,9,0.04281619208073291,0.04051054186420022,0.009001171242032919,7.982352009959964e-05
16,-0.0012045620731151877,11,0.051940954327446484,0.038207202031601176,0.008741533278733334,7.49634342752148e-05
17,-0.0021487766012533746,9,0.04666140961613728,0.05744154753468085,0.010718353188310306,0.00011026585418726769
18,-0.0019054292629413544,6,0.05349735190130063,0.06690923884514828,0.011567993676100301,0.00013018781701422332
19,-0.0018536714142108317,9,0.04565432883305519,0.05677296950016519,0.010655793682327486,0.00011010984128846798
