Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,3.445246607066732e-05,26,0.09591681518869816,0.21625580612223444,0.020796913526878666,0.00043251042527205053
2,0.0013914480448745667,42,0.08248907141427017,0.09955738227325701,0.014110803114866071,0.00019717863688492878
3,0.0016197196890398425,13,0.042724639282270896,0.0426024228252532,0.009230647087312265,8.258135377944307e-05
4,0.0031927188370151076,11,0.054718055880794085,0.07738566191430636,0.012440712352136942,0.00014457787025638164
5,0.0023915708152735544,13,0.03854372815250581,0.04019142473594551,0.008965648301817945,7.46632385074228e-05
6,0.0018372491381855758,14,0.05300907030950325,0.08905519220993982,0.013345800254007986,0.000174734900024116
7,0.000879118584681164,15,0.045166047241257806,0.05901249797024072,0.010863930961695285,0.00011725214645454965
8,0.0004618209292913269,13,0.035186792208898816,0.02987172897423469,0.007729389235151079,5.9530179377737864e-05
9,-0.00027981777344992154,24,0.029510518704254255,0.021799616693073356,0.0066029715572722796,4.352093539980824e-05
10,-0.0008298059514106973,19,0.01852418288881317,0.008591219739420983,0.004145170621197874,1.6493861561845355e-05
11,0.00014822207695945833,13,0.04199221689457482,0.04536045373522179,0.00952475235743395,9.06989376863454e-05
12,8.126646368424217e-05,11,0.044494660052536404,0.04856348393569836,0.009855301510932921,9.712036363327698e-05
13,0.0001942426169863617,13,0.04159548810123945,0.03876906355155296,0.008805573638503395,7.750039690885222e-05
14,-0.002911655553237809,11,0.03625490819095559,0.039686431119693846,0.008909144865776271,7.089512417868713e-05
15,-0.0038307846145974045,7,0.03372194743350667,0.05317937339325708,0.010313037708964036,9.168383602307799e-05
16,-0.001687716708198697,11,0.036529566586341614,0.0461962313022489,0.009612099802046262,8.954407491736475e-05
17,-0.0011504848868236276,9,0.04315188567509361,0.04952370231618529,0.009952256258375312,9.772378915756102e-05
18,-0.0024322851004907288,7,0.03509523941043681,0.028302438677986524,0.007523621292700281,5.0688866545903846e-05
19,-0.0017915986168535903,11,0.03778078816532241,0.04002344450128825,0.00894689270096476,7.68370633986648e-05
