Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.0017353203558978726,12,0.052581823916680544,0.08119222343769344,0.01274301561151782,0.00015937311013779337
2,0.0011614674151379995,11,0.0477600431976814,0.09589465602385784,0.013848801827151534,0.00019044030549128835
3,0.002006865956136192,14,0.039154080142252544,0.03477989828093191,0.008340251588643105,6.55322855959654e-05
4,0.0012016285760633348,10,0.0440674136597137,0.043755112847880986,0.009354690037396321,8.606631446094998e-05
5,0.0009684741159800848,10,0.03207399706119051,0.03172368123111201,0.007965385267658057,6.250942034890062e-05
6,0.0012851857634596617,5,0.03396608822940536,0.042538101461109035,0.009223676215165951,8.342450047561868e-05
7,0.0016557304564348999,9,0.04989627516179494,0.06861725576604952,0.011714713463508147,0.00013449306818773293
8,0.0020185236791403537,13,0.03564455620120886,0.038534127943569384,0.008778852766001875,7.299381804388846e-05
9,0.0006689743946113659,14,0.02951051870425426,0.01911909532882141,0.006183703635980853,3.779066391699718e-05
10,-0.000583895134741741,16,0.012023934198010525,0.0034654681379770354,0.0026326671411240105,6.5900027475789965e-06
11,0.0015455619222856155,7,0.029418965905792245,0.02782662607844738,0.00746011073355448,5.3264490501275546e-05
12,0.0016769096704791105,9,0.03930666813968923,0.04678201625052031,0.009672850278022534,9.075200645809427e-05
13,0.0018643487665303308,11,0.041168241708416736,0.05112530092809028,0.010111903967907357,9.877480553291739e-05
14,0.00017288029734522593,16,0.024841325982691793,0.01756033587687922,0.0059262696322187735,3.509078415654826e-05
15,-0.001862643588460109,12,0.02633668835757127,0.015377051991762584,0.0055456382845913395,2.728466284589362e-05
16,0.0010234057950572902,8,0.030426046688874345,0.024587821131475666,0.007012534653244242,4.8128282841594496e-05
17,0.001429778149830661,13,0.039093044943277866,0.03787091683120206,0.008702978436282842,7.369756810467093e-05
18,0.0006903367142525014,12,0.0296325891022036,0.021983750773774006,0.006630799465188795,4.349093676850308e-05
19,0.0012953176064894572,9,0.033294701040683966,0.030685740011467642,0.00783399515081132,5.969363232125371e-05
