Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-4.182814880299812e-06,17,0.07116704200446837,0.12772669698747485,0.01598290943398447,0.0002554533764790094
2,5.532650412000573e-05,10,0.056152383056698896,0.10459424141009101,0.014463349640390432,0.00020918542179812385
3,-0.0005030234961003,48,0.05657962944952161,0.06620101832850968,0.011506608390703985,0.0001321490040193904
4,-0.0014456511090651454,4,0.05667118224798361,0.10183221589381,0.014271104785111068,0.0002015745246584787
5,-0.0009048182109505696,10,0.04983523996282027,0.06937088811686827,0.011778869904780193,0.00013792308023886877
6,-0.0007527795303046609,6,0.06082157577826135,0.12106541071417895,0.0155605533779605,0.0002415641444071122
7,0.0003372480881840193,11,0.06427006452033038,0.12016282216886336,0.01550243994788326,0.00024021190806474297
8,0.00017806828925807296,11,0.045684846432542524,0.05644083062240103,0.01062457816785222,0.00011284995292916276
9,-0.0003382284588686833,39,0.042663604083296225,0.029669546632382925,0.007703187214703136,5.922469477437717e-05
10,-1.889229783319571e-05,36,0.01693726771547168,0.006451135719862356,0.003591973195852763,1.2901914520807294e-05
11,-0.0001402302733948456,6,0.05731205183721767,0.08909858323040491,0.013349051144587386,0.00017817750193123343
12,0.00036215044936568577,5,0.06021122378851462,0.10885468271639262,0.014754977649348888,0.00021757821248480946
13,0.0016418144310686741,11,0.04977420476384559,0.08585773112356401,0.013104024658368437,0.00016901990762106266
14,-0.0003461630347353906,9,0.04565432883305519,0.04228406410400237,0.009196093094787848,8.444829936138754e-05
15,-0.00027328700715963203,14,0.04986575756230761,0.04437871094881682,0.009421115745899402,8.868273610935137e-05
16,0.0008014207763864054,5,0.051391637536674424,0.07823700710127418,0.012508957358730916,0.00015583173894172453
17,0.0011150196287182728,7,0.061187786972109394,0.11759831531499207,0.015336121759753478,0.00023395336185755712
18,0.00038998250009813693,17,0.048370395187428125,0.061287176780969364,0.011071330252591091,0.00012242226721155596
19,0.0010182788383434178,10,0.056610147049008935,0.09915720126777164,0.014082414655716656,0.0001972775107429252
