mean,std,rms,skewness,kurtosis,zero_crossings,fft_mean,fft_std,entropy,num_peaks,class
0.006978732229414059,0.022446988358081323,0.02350680730932427,1.0278453575504054,0.19084025142885785,0,0.15177901244132716,0.5032376439826276,-429.93357874503835,29,2
0.000733122388733747,0.009554119288229211,0.009582205581732013,0.3635878506743565,-0.9888626740065045,0,0.06346938641211256,0.20464840310580976,-1411.694574956272,36,2
0.001281279510725282,0.018658217356067368,0.01870215902217864,0.671725060356679,-0.3407917884309173,0,0.11570358364023568,0.40186820822035174,-487.10366936292314,36,2
-0.0008314539017830136,0.0076544062824105315,0.007699431870404206,0.39325948178264586,-0.31289381951900186,0,0.057642843710120746,0.16222801278604324,-1375.347949500655,40,2
0.0011401050954968647,0.006825355591021084,0.006919921861745309,0.8360084901485468,-0.09265830138215136,0,0.04637805110088458,0.1476202413709383,-2000.719887506262,19,2
-0.0011442592965282112,0.006404573940677614,0.00650598929443463,0.33115672049094735,0.24304428443586046,0,0.03546681307042568,0.14108881429892484,-1610.0791665820743,22,2
-0.0006894860289679247,0.010491271294297454,0.01051390338336299,0.7824632983218425,0.5746162256513307,0,0.06281010159490717,0.22655236329595704,-873.2078645112782,32,2
-0.0004974082577946292,0.015620420294472907,0.015628337888300963,0.5717603059977627,-0.6395426136794753,0,0.08261283388374892,0.3395549915008581,-672.1554892850777,34,2
-0.0011113002890818886,0.020682662108992507,0.02071249623409182,1.0232936809184288,0.31966483598735085,0,0.1209100138436996,0.44708446481168446,-436.52123694756546,28,2
-0.00017300617524424456,0.011624785897711855,0.01162607321086157,1.2442578649365492,0.7469380425435799,0,0.05903031957443225,0.25317624399437033,-938.9616045893683,21,2
-0.0015855437851150951,0.009114254954110092,0.009251140062880761,0.7377640379129488,0.7624639382868361,0,0.054087345980935016,0.199665608546533,-1021.3601465453709,18,2
-0.000868563302759614,0.010273487667620464,0.010310138266175214,1.0794860053340558,1.1925177682721166,0,0.06455042996821317,0.22132039563660652,-940.9784694489326,26,2
-0.00047500833977092447,0.011041563989344572,0.011051776701220612,0.936249550971095,0.8355355965231381,0,0.0655471782900662,0.2382739002598305,-889.212456235712,35,2
-0.0018802827609637896,0.018402639620541016,0.018498448806986048,1.217033910532094,1.0718770587045015,0,0.10987061985360347,0.3987790754607452,-488.29098340746384,42,2
-0.0031606791650544723,0.018740870456128444,0.019005528622950674,1.4445076147678806,1.6627045921187387,0,0.10586786139751375,0.4115787349244559,-466.55178806788996,26,2
-0.001664157121394473,0.009605041946250304,0.009748140833713666,1.0918233583955301,1.560161119891725,0,0.061951601398949195,0.20898594196994114,-964.4697569466824,19,2
-0.0022166477425132106,0.010068802950306563,0.010309913678905902,1.0181496832102699,1.2461927905727466,0,0.0684802251852565,0.2201309128492,-903.360153869255,30,2
-0.001915988352363973,0.01542052871831851,0.015539102847940751,1.4095150330424233,1.6594316584527515,0,0.09908294967215024,0.3330381776068719,-536.7392609884655,43,2
-0.0021725803288534973,0.010666132856185527,0.010885150223635941,1.4185538409317806,3.1474491374104963,0,0.07001314194525272,0.23311243564107573,-758.8527194024997,25,2
