Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0006376157255979498,67,0.08593583464287877,0.08673441674633797,0.013170756754745565,0.00017306227967914614
2,7.088169525732547e-05,46,0.09577870557113802,0.14072523831511186,0.01677648582481515,0.0002814454524155011
3,-0.0007297979975606852,64,0.07722867959095714,0.0772881483874209,0.012432871622229589,0.00015404369165759825
4,0.00025732838495608277,73,0.06738580866269789,0.05026488574236322,0.010026453584629336,0.00010046355358702235
5,0.0006027752973421044,38,0.03710005196036176,0.024469332258831914,0.006995617522253759,4.8575326458577966e-05
6,0.0007920612767317056,52,0.06360008907490587,0.05863322649947934,0.010828963616106515,0.00011663909193286083
7,0.0011632510823147122,42,0.05640722185810104,0.05589119198332111,0.010572718854043279,0.00011042923088613588
8,0.0058293397602477625,73,0.10278228680855324,0.20275445246176893,0.020137251672548016,0.00037152770288313247
9,-8.736138351237987e-05,92,0.14925199474870024,0.42737879128379747,0.029236237489930112,0.0008547499505562657
10,0.00016666040082846418,82,0.03075897165081013,0.01146880586360212,0.004789322679377977,2.2909836037999935e-05
11,0.00031752132640197584,34,0.036437551032498156,0.02366396270587963,0.006879529446972318,4.722710561903918e-05
12,0.0005263037616687061,85,0.16439487309986828,0.42058474290862136,0.02900292202205224,0.0008408924901676961
13,-0.0006279621406490803,75,0.19742527650335365,0.49569838589858606,0.03148645378249466,0.0009910024353470836
14,0.0006111038804352467,90,0.10988051103566329,0.17410319304878188,0.018660289014309606,0.0003478329381448808
15,0.0005047251600182912,69,0.024796463300037708,0.009999432596854112,0.004472009077999308,1.9744117706552736e-05
16,-8.395423588336715e-05,61,0.023282175464920903,0.009224925065136143,0.004295328873354436,1.8442801816549528e-05
17,-0.00047331549548777617,87,0.14584484711968743,0.28454842170743616,0.023855750740961232,0.0005688728158566035
18,0.001110440294065014,64,0.09483227567419002,0.11787813292971597,0.015354356575885292,0.0002345231882127487
19,0.0006129967402291433,54,0.07069831330201591,0.059588169165092936,0.010916791576749364,0.00011880057332665431
