Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.009657837979381828,8,0.13467697433570097,0.5222302790772952,0.032318115015492324,0.0009511867237186005
2,0.007980007058072409,36,0.17896989351286757,0.5868909293864951,0.03426049997844442,0.0011101013461261048
3,0.009507166339787706,10,0.0911411990760928,0.25652247603820844,0.022650495625403364,0.00042265874026402447
4,0.002504152960310645,6,0.06852152453903548,0.11813795522391629,0.015371268992761547,0.00023000512839920002
5,0.0006285181905390903,12,0.05281078824969863,0.062488037705014876,0.011179269896108143,0.0001245810402941912
6,0.0014706515128434237,18,0.04930899763099102,0.05091416480364325,0.010091002408447165,9.966551373505783e-05
7,0.00259179236876803,22,0.06700723670391869,0.10948995729095379,0.014797969947999881,0.0002122625268991034
8,-0.0005781799280696154,41,0.11186801381925408,0.1916682414063226,0.019578980637730996,0.00038300219078342266
9,0.003301804077458422,32,0.08044654124058034,0.15073818731486371,0.017363075033810325,0.0002905744644638064
10,-7.104128251189223e-06,9,0.027067895052712912,0.020734804577674633,0.0064396901443585985,4.1469558686711056e-05
11,0.0004818215565121495,26,0.017319667114148476,0.010005034929230265,0.004473261657723649,1.9777917846140743e-05
12,0.0018666377817264691,51,0.10183585691160524,0.1658393829267451,0.018212050017872513,0.0003281944292453215
13,0.009366905429060012,44,0.19780384846213286,0.5065989429192184,0.03183076948234894,0.0009254589685214829
14,0.0070203271425671315,39,0.08300190196233996,0.1466097717813942,0.017123654503720533,0.00024393455037412365
15,0.0007916827047729261,15,0.01665716618628487,0.008423553626304599,0.004104522780130377,1.6220345747572622e-05
16,-0.00026680449197372157,36,0.012682160619103254,0.003256497102833659,0.0025520568578437505,6.441809568729962e-06
17,-0.0030928441642604624,55,0.12114302680934452,0.1673734722603841,0.018296090962846904,0.0003251812594963682
18,0.011596883552248902,8,0.1172626642318577,0.5780575364305857,0.034001692205847214,0.0010216273647367501
19,-0.00460618556948032,33,0.05555543495084784,0.06212743777232363,0.011146967100725078,0.0001030379300441585
