Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.002047228414112307,83,0.07732332258065194,0.11493891025301445,0.015161722214380162,0.00022568667632648012
2,-0.0021308928170025105,75,0.1376109070162398,0.2406792005699848,0.021939881520645674,0.0004768176969424167
3,-0.002179160741746859,75,0.06331616010582147,0.047294659936977075,0.009725704081142617,8.984057833558342e-05
4,-0.0010937949359268876,76,0.05432507608481544,0.046134054637305674,0.009605629041068126,9.107172191275204e-05
5,-0.0021469821252506267,55,0.03293576041379054,0.02224341360797798,0.0066698446170773695,3.987729496981027e-05
6,-0.0017326351163667903,75,0.06322151711612667,0.06399160710871618,0.011312966640869775,0.000124981189770965
7,0.0005668109612580805,78,0.08811262340585918,0.11180120132195831,0.014953340852261632,0.00022328112797811428
8,-3.4172023303902676e-05,86,0.12180552773720812,0.2569721194362822,0.022670338305207628,0.0005139430711453878
9,-0.0013807524806815226,88,0.12265731464446133,0.2482976742225275,0.02228441941009581,0.0004946888710321468
10,-0.0016196313866711986,78,0.032273259485926936,0.016345480670922827,0.005717601012823967,3.0067755513155186e-05
11,-0.001230648699025569,72,0.03473397721799175,0.018485981155085297,0.006080457409617355,3.545746608975727e-05
12,-0.001478613332025946,81,0.2118110109369633,0.8051659392993764,0.04012894066130768,0.0016081455812131079
13,-0.00018560080681558267,90,0.24361105547441625,0.7773825796766101,0.03943051051347446,0.0015547307116937296
14,-0.003177076425088834,83,0.10543229052000765,0.24521216041080418,0.02214552597753344,0.0004803305062107531
15,0.005478592840438831,41,0.04107505752754338,0.05665257879374813,0.010644489540954807,8.329017807618863e-05
16,-0.0011210521169589902,75,0.030001827733251725,0.013008519374036982,0.005100690026660507,2.4760280899135732e-05
17,-0.002883304585076174,92,0.2076467193903921,0.4857447560594853,0.031168726507815016,0.0009631760667886492
18,-0.004770107227631714,72,0.0930340588699888,0.14445501801009686,0.01699735379464091,0.00026615611305708944
19,-0.007405346632693737,74,0.08924833928219679,0.18865810079965867,0.019424628737747276,0.00032247704284896884
