Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.00018758978029812217,40,0.011566170205700478,0.002445063002923524,0.0022113629294729185,4.85493608017475e-06
2,0.00012368592697163978,38,0.01348877897340267,0.0031015541069630602,0.0024906039857685363,6.187810005395287e-06
3,-6.436352106932677e-05,25,0.01046753662415637,0.002534465091277829,0.0022514284760026594,5.064787519711216e-06
4,0.00010665710645770614,28,0.007415776675422734,0.0011309977645397621,0.0015039931944924234,2.250619790721593e-06
5,5.953793284925875e-05,17,0.005584720706182553,0.0006128376424649063,0.0011071022016642424,1.2221305194818495e-06
6,6.136898881849898e-05,21,0.009063727047738897,0.001575462735583059,0.0017750846377472028,3.147159318377513e-06
7,9.591491143816369e-05,20,0.01190186380006118,0.003069524134196495,0.0024777102874212293,6.1298485981568e-06
8,-0.0001153889474121532,19,0.01440430695802276,0.004249257404374711,0.00291522122809735,8.485200199564537e-06
9,-0.00018777669339611503,43,0.01870728848573719,0.007088451884665982,0.0037652229375339736,1.4141643682749186e-05
10,-5.4780994830303186e-05,15,0.00997925503235899,0.002469753171417418,0.0022225000208852272,4.936505385440237e-06
11,0.00014559756340354734,13,0.012268074993909214,0.002677302058322896,0.0023140017538121685,5.3334054661767425e-06
12,5.996517924208148e-05,17,0.013824472567763368,0.005922383359335414,0.0034416226868543894,1.1841170895949292e-05
13,-8.725172068482907e-05,15,0.014099130963149395,0.004892714798238999,0.0031281671305219607,9.777816733715535e-06
14,-0.00015555010833748784,21,0.014892588549820143,0.0066414613334167,0.0036445744150494994,1.3258726830629599e-05
15,-8.65803334961077e-05,15,0.013549814172377342,0.0048458147290148836,0.003113138200920378,9.68413330388147e-06
16,0.00017263615654932723,13,0.015197764544693505,0.005911083313989304,0.003438337771071744,1.1792363385430485e-05
17,1.736261035775988e-05,15,0.01632691572572495,0.008238751601261043,0.004059249093431208,1.6477201742283647e-05
18,-1.9563685021917133e-05,18,0.0164489861236743,0.005949923746890832,0.003449615557389209,1.189946475601003e-05
19,7.638364776626842e-05,9,0.015716563735978222,0.0064999767759624655,0.003605544834269147,1.299411909027885e-05
