Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0016654998957719158,4,0.015747081335465558,0.009245456022335665,0.004300106050398214,1.5717022141855066e-05
2,-0.0006076988623418633,9,0.014892588549820143,0.006136765893309245,0.0035033600709345435,1.1904233879326895e-05
3,-0.0008558069461739079,7,0.017395031707781724,0.009751126313728499,0.004416135485631866,1.876984709833749e-05
4,-0.0006043419263982562,2,0.017303478909319714,0.014520177924218081,0.00538891045095724,2.8675126684433406e-05
5,-0.00037753512700837243,5,0.011352547009289124,0.004294208650899237,0.0029306001606835544,8.445884529673247e-06
6,-9.433180376589118e-05,11,0.01440430695802276,0.005435192962847664,0.0032970268312064624,1.0861487436493602e-05
7,3.080373797686775e-06,12,0.018646253286762515,0.008841511181655885,0.004205118590873719,1.7683012874609036e-05
8,-0.0007499108759528507,13,0.014373789358535425,0.00647652319183547,0.0035990340903735464,1.239068006179857e-05
9,-0.0008416467800117839,9,0.015869151733414907,0.006480352841743318,0.003600098010261198,1.2252336381182434e-05
10,-0.0004235556670352756,6,0.009582526239023616,0.0031094411933202054,0.0024937687115369,6.039482983562714e-06
11,0.00022213570291778706,14,0.015258799743668177,0.006461918737955907,0.003594973918669204,1.2874493205401034e-05
12,4.427913310559095e-05,8,0.021453872439597458,0.014617943197722433,0.005407021952558069,2.9233925753816277e-05
13,-0.00043454200285071684,8,0.018096936495990458,0.010992225865558598,0.004688758015841423,2.179562497887568e-05
14,-0.0012603482449780388,10,0.020904555648825405,0.012837578293652608,0.005067065875564005,2.4086678888685993e-05
15,-0.0010316493544199404,8,0.02517701957705249,0.024196098280931624,0.006956449997079203,4.7327896171388166e-05
16,-0.0005773643684514513,10,0.022644058819603574,0.021389101568277953,0.006540504807471355,4.244485352259857e-05
17,-0.0005602745127385422,6,0.026275653158596604,0.024501713417200595,0.00700024476960636,4.868951930477677e-05
18,-0.0012238491959911842,12,0.02285768201601493,0.017251887174251107,0.005873991347329533,3.300596749397394e-05
19,-0.0011867397950145837,8,0.025238054776027165,0.02160461920989999,0.006573373442898249,4.180088707872871e-05
