Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.0003356611730106781,28,0.032104514660677846,0.017962339360317638,0.005993719940123602,3.581201029756837e-05
2,0.00042098838117727054,24,0.033691429834019335,0.026106686708085657,0.007225882189474951,5.2036142199085055e-05
3,-5.282786846311369e-05,23,0.015869151733414907,0.006159942867563005,0.003509969477805471,1.2317094951439653e-05
4,0.00015939151837182335,22,0.018066418896503122,0.00519639006824954,0.003223783512660098,1.0367374480370207e-05
5,0.00044253380641533013,18,0.028045673928862112,0.011965523791447503,0.004891936997028376,2.3735211413074566e-05
6,0.00048550258649349967,22,0.031799338665804484,0.01971056245244672,0.0062786244436893535,3.9185412143401565e-05
7,0.00031509231095621347,20,0.026092547561672584,0.01657759816060094,0.005758054907796719,3.3055913156778154e-05
8,-0.00010122878125002919,30,0.02819826192629879,0.016933779331803483,0.005819584062766597,3.3857311397453604e-05
9,-0.00013968095660407294,47,0.02536012517397651,0.012224902517141152,0.0049446744113523095,2.4430294264644476e-05
10,0.00013015565806295508,28,0.007965093466194789,0.0016558962442452438,0.0018198330935804217,3.2948519931646863e-06
11,0.0003664229132939132,24,0.02078248525087606,0.009924823480531919,0.004455294262006028,1.971538120967704e-05
12,0.00035787798543745894,34,0.03271486665042457,0.022664959352280058,0.006732749713494489,4.520184205209934e-05
13,0.0001778241484621746,27,0.03564455620120886,0.02326891233375572,0.006821863723903567,4.6506203239735146e-05
14,-8.882525201349356e-06,38,0.03430178182376606,0.023175102563926804,0.0068080984957514835,4.635012622859966e-05
15,0.00015701114561181116,24,0.01626588052675028,0.006551761737476451,0.0036198789309799992,1.307887097510657e-05
16,0.0004557174093938593,23,0.03179933866580448,0.01361203168061599,0.00521766838360124,2.7016385004007333e-05
17,0.0005748581177924205,38,0.03137209227298177,0.022279680057521633,0.00667527977803502,4.4228898259451424e-05
18,-5.410960764158185e-05,22,0.026550311553982627,0.01831777822515711,0.00605273132150389,3.663262860067509e-05
19,0.00031295607899209995,29,0.025207537176539827,0.017212386089477262,0.005867262750120752,3.432683067157641e-05
