Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0015426970754348747,3,0.021636978036521474,0.020900013515443374,0.006465294040558924,3.942011276433144e-05
2,-0.0017294037490983983,9,0.020751967651388724,0.014613838728261969,0.005406262799432149,2.6236840129128345e-05
3,-0.0002534505674928631,2,0.016967785314959013,0.013315308144947621,0.005160486051710172,2.6566379099732786e-05
4,-0.00027945156225607336,2,0.01113892381287777,0.004279930265148521,0.002925723932686924,8.48176735464968e-06
5,-0.00033236907976711474,7,0.007965093466194789,0.0023663439593146584,0.0021754741824782284,4.622218713444078e-06
6,-0.00038968113160433237,9,0.008605963055428854,0.0023724142567855397,0.002178262728316095,4.5929771292426456e-06
7,-0.0006578087607000696,21,0.01416016616212407,0.003185526564489615,0.002524094516649333,5.9383407633254675e-06
8,0.00031576369814493476,12,0.01147461740723847,0.004359932267159171,0.0029529416747234175,8.620157821252176e-06
9,-2.2127163378853344e-05,14,0.013183602978529305,0.0060754346089068965,0.0034858096932870266,1.2150379606454601e-05
10,-0.00012277420648808862,18,0.00552368550720788,0.0006074303487111462,0.0011022071935086852,1.1997871916435125e-06
11,-0.00016678058494882763,13,0.0057067911041318985,0.0011040401096048254,0.0014859610422920417,2.1802644556937776e-06
12,-0.0002102376466187947,62,0.016143810128800933,0.004153490031083078,0.002882183211068678,8.262780194110348e-06
13,0.00011031921839618652,36,0.013000497381605289,0.0029243166101520822,0.0024183947610562184,5.83646289035662e-06
14,-0.00016861164091806782,16,0.005889896701055917,0.0010530413949265158,0.0014512349189063193,2.0776529043999476e-06
15,0.0001333294884096381,12,0.0028686543518096175,0.0002352514337691762,0.0006859321158382602,4.527261150587766e-07
16,4.6598470666628146e-05,10,0.004516604724125781,0.0005249991551450094,0.0010246942521015812,1.0478268928215503e-06
17,3.310969169322542e-05,27,0.009613043838510953,0.001927951836018078,0.001963645505694996,3.8548074203521355e-06
18,0.0005921921143012275,17,0.009063727047738898,0.001570772567042237,0.0017724404458498667,2.7908536338439155e-06
19,0.00037881305868577177,19,0.007263188677986053,0.0015189384515223463,0.0017429506312700575,2.8943775696138224e-06
