Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0010394618598886978,5,0.036895777780189654,0.0710422743585231,0.011919922345260736,0.00014100406775888292
2,-0.0010426356902353813,6,0.018463147689838498,0.012852850735833796,0.005070079039982275,2.4618612289114975e-05
3,0.00027206249567906935,7,0.030303976290925003,0.037287213165281864,0.008635648576138548,7.450040832900862e-05
4,-0.00036288667925445117,3,0.036499048986854285,0.0514148317958021,0.010140496220185884,0.00010269797684962389
5,-0.0007354455337958534,3,0.01757813730470574,0.013570022174004825,0.00520961076741916,2.6599164214829384e-05
6,-0.0009961879038156553,7,0.01641846852418696,0.00905051230259634,0.004254529892384431,1.7108634265484053e-05
7,-0.0009596888548288007,8,0.031860373864779155,0.027159771177790303,0.007370179262106221,5.339853965749799e-05
8,-0.0001974812900330878,5,0.01950074607240793,0.01164357718942493,0.004825676572134716,2.3248155518936726e-05
9,0.00012124451901265298,6,0.018737806085224525,0.01117385985668957,0.004727337486723276,2.2333019479988536e-05
10,0.0004092696229741334,4,0.009399420642099598,0.0024915925202479376,0.0022323048717627875,4.815683416206487e-06
11,-0.0010210902649973217,8,0.03283693704837391,0.0290873860856911,0.007627238830099802,5.71321468421099e-05
12,-0.0005441001850102545,7,0.03890993934635385,0.03809880656407328,0.008729124419330186,7.590156811681836e-05
13,-0.0008938929103341034,7,0.0329895250458106,0.029157113935660027,0.007636375309747424,5.751518333617449e-05
14,0.00012112244861470356,11,0.013732919769301358,0.0055919645176901135,0.003344238184606507,1.1169258387821804e-05
15,0.0006350388239814477,5,0.020416274057028023,0.0121632240047948,0.004932184912347631,2.3923173701625862e-05
16,-6.985668897704712e-05,9,0.04000857292789796,0.046310360400791985,0.009623965960121843,9.261584084458913e-05
17,-0.00025601404584979905,7,0.04028323132328399,0.042982989852819994,0.0092717840627163,8.590043651396762e-05
18,0.0001650677918764678,5,0.025604265969875202,0.021837573155922347,0.006608717448328737,4.3647898935929726e-05
19,-0.00015530596754158893,5,0.03729250657352502,0.040092897857707054,0.008954652182827321,8.01616757718601e-05
