Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0009302088537240338,10,0.017974866098041112,0.009660405196127615,0.00439554437951151,1.8455521880708647e-05
2,-0.0009483363078195118,6,0.01733399650880705,0.009684531490496986,0.004401029763702351,1.8469721228265233e-05
3,-0.000409151360077253,8,0.011596687805187814,0.003790165212362145,0.002753239986765464,7.412925589271224e-06
4,-2.4873747332713526e-05,12,0.01190186380006118,0.003979709021558929,0.002821244059474093,7.958799339811487e-06
5,-0.00043649512921790635,8,0.012298592593396551,0.004415427610460991,0.0029716754905140604,8.640327223091028e-06
6,-0.0005665001030339591,8,0.015197764544693505,0.006029678516601345,0.003472658496484025,1.1738434666465205e-05
7,-0.00066891716691346,6,0.01892091168214854,0.01139210638675384,0.004773281132879948,2.2336762597316147e-05
8,-0.0013479337555066938,6,0.01867677088624985,0.011077896930821094,0.00470699414293689,2.0338868452407807e-05
9,-0.0005346397291691801,10,0.012847909384168604,0.00467451467950537,0.0030576182493913034,9.063189719004647e-06
10,0.00010317810011614978,10,0.004516604724125781,0.0008337493435600037,0.0012913166486652325,1.6568529667764292e-06
11,-0.0005914634994146005,11,0.013000497381605287,0.004984342189679961,0.003157322343277595,9.618855308220157e-06
12,-0.001112337887464457,6,0.023925797998071707,0.01752033086448316,0.0059195153288902225,3.380336615307743e-05
13,-0.0007414269832953711,6,0.023834245199609694,0.016424823698134014,0.005731461192075545,3.2299933424709546e-05
14,-0.0009792811536996706,10,0.017852795700091767,0.00948211172983214,0.004354793159228609,1.8005231881672922e-05
15,-0.00043307715807532467,12,0.014923106149307478,0.005685472650817643,0.003372083228752708,1.1183389476788687e-05
16,-0.0008854090176766242,8,0.02352906920473633,0.0186623300428862,0.006109391138711975,3.654071095718932e-05
17,-0.0009498621877938783,6,0.02679445234988132,0.020982957765970464,0.006478110490871619,4.106367735614036e-05
18,-0.0010484950693369496,10,0.019012464480610548,0.012430021868141688,0.004985984730851407,2.3760701825859482e-05
19,-0.0010384242615061286,6,0.022674576419090913,0.017878019355345214,0.00597963533258429,3.467771376380587e-05
