Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.0003272993507511479,6,0.024688737985255112,0.016224143216593698,0.005696339739972274,3.234116156818528e-05
2,0.0008900438852976306,7,0.02563478356936254,0.01815170515094338,0.006025231140951089,3.551123218413106e-05
3,0.0013936453120376546,5,0.019012464480610548,0.0155328815591868,0.00557366693644082,2.9123515862609068e-05
4,0.0004934371623602069,4,0.027191181143216694,0.019104888972886466,0.006181405822769844,3.7966297712574844e-05
5,0.0007041917044197519,11,0.016815197317522332,0.009920984445744019,0.004454432499374981,1.934608293491444e-05
6,0.0011470020729810024,7,0.02606202996218525,0.021399450501767343,0.006542086899723565,4.148328724811197e-05
7,0.0013511648135512825,11,0.03182985626529182,0.028276266348109223,0.007520141800273346,5.4726886342839385e-05
8,-3.598215354610346e-05,5,0.03356935943606999,0.02249839297730171,0.006707964367422014,4.4995491239229604e-05
9,0.0003095991430484932,13,0.027679462735014072,0.009190551241145413,0.004287318798770488,1.8285250852914465e-05
10,2.529718622446734e-05,9,0.008758551052865535,0.00200869587281496,0.0020043432205163665,4.0167517979990455e-06
11,0.0011001880753674287,5,0.028594990719634165,0.022925357447809165,0.006771315595629724,4.464030109443764e-05
12,0.0007846971318673455,13,0.03439333462222807,0.022682712066931853,0.006735385967698043,4.474967454510287e-05
13,0.00044351036959892486,11,0.03643801378787961,0.0246677763475776,0.007023927156168065,4.913885124721343e-05
14,-0.001676120020393509,12,0.04080203051456871,0.024160078960554065,0.0069512702379570974,4.5510779598344197e-05
15,-0.0018598970045062484,10,0.03521730980838615,0.027819452454957903,0.007459149074118026,5.217968804254448e-05
16,-0.0007609582469672666,8,0.024963396380641142,0.011700950912504076,0.004837551221951883,2.282284437138066e-05
17,-0.0006529259447820958,11,0.03604128499454423,0.016330358137935912,0.005714955492028947,3.2234403986502234e-05
18,-0.0015176726438552587,10,0.035736108999670876,0.021865575475631404,0.00661295327000447,4.142782069735619e-05
19,-0.0014789152925063418,7,0.03237917305606387,0.01745012066075964,0.005907642619651199,3.2713050879110166e-05
