Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0010947597501597514,7,0.012695321386731923,0.006249111414181655,0.0035352825669758437,1.1299723917793467e-05
2,-0.0006347374554876433,11,0.013122567779554633,0.0048938607914649716,0.0031285334556194126,9.384829945531015e-06
3,-0.0008797937793709543,9,0.010437019024669033,0.004509329093167979,0.003003108087687814,8.244621092116129e-06
4,-0.0006881432545904817,15,0.012390145391858561,0.00383383247845076,0.0027690548851370786,7.194123818063139e-06
5,-0.0002867147509340595,9,0.01181031100159917,0.003075942267159322,0.002480299283215363,6.069679185915464e-06
6,-0.0002735921831545049,16,0.013092050180067297,0.004109533761971927,0.002866891613567533,8.144214841260605e-06
7,-0.0002951376083925644,9,0.014587412554946779,0.005171951540260672,0.00321619388105278,1.0256796872633658e-05
8,-0.00011038406109623,7,0.014038095764174724,0.004808835684292167,0.0031012370706839446,9.605486727640238e-06
9,-0.00016024981865853772,8,0.010833747818004405,0.0024909843081751637,0.002232032395900724,4.956288611970233e-06
10,0.00013931093790915604,6,0.008331304660042825,0.002687507761358188,0.0023184079715866178,5.3556079852952465e-06
11,7.595640137344573e-05,10,0.014801035751358133,0.003862779246563289,0.0027794888906283793,7.719789118216975e-06
12,-1.619336523363324e-06,9,0.017242443710345043,0.007480758954936944,0.0038680121393131497,1.496151528762311e-05
13,-0.00016714679614267575,9,0.014678965353408787,0.006770845767454481,0.003679903739897141,1.35137534834482e-05
14,0.0006172775810798181,6,0.01815797169496513,0.013052034485181857,0.005109214124536543,2.5723037358259967e-05
15,0.0011647633158826322,4,0.021148696444724092,0.020314233128649863,0.006374046301785054,3.9271792675273806e-05
16,0.00045809778215387176,7,0.01699830291444635,0.0066979211947532915,0.0036600331131707788,1.3185988811492286e-05
17,1.4066709613127614e-05,8,0.017883313299579102,0.008925151756388916,0.00422496195400359,1.785010564045849e-05
18,0.0006451096318122689,8,0.016632091720598315,0.008863260911227189,0.004210287617545193,1.7310355385397416e-05
19,0.00019198431462429864,8,0.018463147689838495,0.007594324138147956,0.0038972616381628667,1.5151790299234154e-05
