Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0006396813066045918,18,0.02279664681704026,0.01668801719897786,0.005777199529006742,3.296684222393637e-05
2,-0.0008247400298957994,20,0.02713014594424202,0.02066253768942659,0.006428458242755659,4.064487926194066e-05
3,-0.00012576493123784757,36,0.025726336367824548,0.0102283960071432,0.00452291852837152,2.0440975196357143e-05
4,-0.0006843590722540523,18,0.016845714917009667,0.006817714877497206,0.00369261827907982,1.3167082415217986e-05
5,-0.000654573895154412,26,0.02261354122011624,0.010613161791726479,0.004607203444981886,2.0797856599235338e-05
6,-0.0008198572139778256,24,0.030975363479646405,0.018859356517456374,0.0061415562388463674,3.704654718360126e-05
7,-0.000422579103851681,24,0.02587892436526123,0.012405123343853264,0.004980988525153067,2.4631673588694434e-05
8,-0.00010513503398440808,26,0.048675571182301494,0.028212505509660056,0.007511658340161652,5.64139576439492e-05
9,0.00035507036628462413,47,0.05148319033513643,0.02443911819954154,0.006991297190012957,4.8752161434069587e-05
10,0.00027718945239294164,24,0.011108406213390433,0.0033167480153510308,0.0025755574213560182,6.556662038184164e-06
11,-4.3855694213836725e-05,29,0.020294203659078677,0.009078603630380565,0.004261127463566554,1.815528393884615e-05
12,0.00016189396152978497,39,0.045166047241257806,0.029445626478069694,0.007674063653380743,5.8865043301359575e-05
13,-4.9593002917455995e-05,33,0.04031374892277133,0.03094103091735715,0.007866515228149901,6.187960236877592e-05
14,0.00016000187036157,36,0.03884890414737918,0.02768063881253291,0.007440515951536279,5.5335677026546626e-05
15,2.7921699780378313e-05,22,0.02319337561037563,0.013798435652416003,0.005253272437712707,2.7596091683513373e-05
16,0.00025948924469028665,19,0.0259399595642359,0.015294832890722674,0.005530792509346681,3.0522331113335416e-05
17,0.0004888595224371065,22,0.03909304494327787,0.028257168503932006,0.007517601812271252,5.6275353375186574e-05
18,7.485776779190166e-05,20,0.03414919382632938,0.02459532020066708,0.007013603952415203,4.9185036715935384e-05
19,0.00022006050615264793,23,0.03570559140018354,0.024569612064090585,0.0070099375266960235,4.9090797501813e-05
