mean,std,rms,skewness,kurtosis,fft_mean,fft_std,entropy,num_peaks,class
0.02289536366201418,0.08779909566237083,0.09073521299002954,0.10099583301674904,-0.9528939516332255,0.43968177500058886,1.9806865917921852,-52.29054968094537,49,Video_detected_Seizures_with_no_visual_change_over_EEG
0.016255590076985748,0.13642408627745814,0.13738913903722644,-0.12158041365971642,-1.326151242022421,0.5920584033617025,3.0145239441251683,-28.313953201689877,56,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0051973138750658855,0.0091949102531749,0.010562123180492324,0.036978330370289456,0.22488478783792498,0.08502006414578794,0.22034248735228695,-907.6391928751802,45,Video_detected_Seizures_with_no_visual_change_over_EEG
0.002400613529584533,0.012116710305744674,0.012352231132542957,0.1559132605848114,1.507067361686767,0.12019240985948784,0.24868170738526518,-518.5943996015242,52,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0011511367796337782,0.0071271339339296245,0.007219498181840396,-0.28831824060313205,0.20435605280500235,0.061503761626193705,0.1492577110390841,-1275.6137651059557,48,Video_detected_Seizures_with_no_visual_change_over_EEG
0.002024880860496176,0.010721309601109065,0.010910848824085006,0.1088997420818342,-0.48195913931886425,0.11217797480533748,0.21665505532895288,-791.515714898339,53,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0023917170885532223,0.011180550354018234,0.011433504136983323,-0.32650213536997225,-0.23742462940214626,0.11932616456337793,0.2261056719231099,-713.7323241071698,50,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0013322834619096259,0.008151999672243424,0.008260149991321877,0.003080726373779835,0.2061735477187283,0.08565728378278453,0.16363944718350437,-1025.1761490387169,51,Video_detected_Seizures_with_no_visual_change_over_EEG
0.002763285466095008,0.0061003612479507115,0.006697025751976072,-0.11323841775849856,-0.6738128809477382,0.052505223149453314,0.14024363979639662,-2014.086416149733,49,Video_detected_Seizures_with_no_visual_change_over_EEG
0.002081855940292445,0.004057292451724157,0.00456023532232151,-0.25348343273904056,-0.7108301454256769,0.039179317536910174,0.09414273298994641,-3378.6785162359906,47,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0011180117332405981,0.005109755555589567,0.005230635914833118,0.016925111146637018,-0.459268607397183,0.04348002660703714,0.10857837410378916,-2100.182377940087,52,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0001456496571162187,0.006973526268088795,0.006975047127750644,-0.08988827798424039,-0.08475788472131418,0.055259911766528835,0.1458491802127345,-1503.0563012950045,51,Video_detected_Seizures_with_no_visual_change_over_EEG
0.012855635315189745,0.01653798596957427,0.020946893308722157,0.42886313545279253,-0.304312859784738,0.12535562408319056,0.45130049540656214,-510.11679256498405,57,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0017996305450225505,0.007146138586177761,0.0073692582253193474,0.877435543044147,1.3954072386871408,0.07370994114556674,0.14737648378230334,-1184.922536644942,48,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0015815730967657302,0.003053463090598654,0.0034387512713282167,0.04146328120715777,-0.9810463130032789,0.02149799445540908,0.07382642743236267,-4667.602558425292,39,Video_detected_Seizures_with_no_visual_change_over_EEG
0.002132584582768858,0.004595368801650293,0.005066096270881977,0.28061273542778403,-0.926595794833502,0.028492561317578324,0.10963958985004539,-3198.031217114354,43,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0016442267559436884,0.0069668295150994135,0.00715822569617789,0.8947278133167536,1.317031776982824,0.07553220900224042,0.14112045550504926,-1297.7540092502202,50,Video_detected_Seizures_with_no_visual_change_over_EEG
0.011324690313886655,0.023641811256594,0.026214191770830036,0.7616337852102111,-0.6178713281540005,0.10074153358895291,0.5774452948194075,-445.7244299711899,43,Video_detected_Seizures_with_no_visual_change_over_EEG
0.0007636683798232653,0.004910718110857478,0.004969742624990305,0.32530654066361586,-0.0453208875678226,0.05195832502390016,0.09823188555674534,-2045.82404806955,49,Video_detected_Seizures_with_no_visual_change_over_EEG
