delta_band,theta_band,alpha_band,beta_band,gamma_band,peak_frequency,mean_frequency,theta_alpha_ratio,entropy,signal_id
44.10490612962342,20.299608733557506,1.650954758265898,3.2007753988732013,1.1478971799343949,1.0,-0.001601024411000878,12.295678383627825,3.993758878336023,1
177.38712627358464,17.21111700253606,1.6240751878380268,1.7531643932693803,0.7506677052516463,1.0,-0.00011802139213578165,10.597487808090673,2.7587723402222326,2
20.584820924390538,3.6633168873412996,0.7785695996033056,0.6236778221435699,0.04028344938597829,1.0,-0.00011421904438568843,4.705188706581687,3.270775972215148,3
38.40907831491936,6.298509199323586,0.9649336475142474,0.4598998777256853,0.014262096222830164,2.0,-4.043006632078665e-05,6.527401356092298,2.7638293800361042,4
81.95316065890037,11.554740715641001,0.626290633366688,0.5496241327744562,0.0684070766209627,1.0,-0.00010239999892786617,18.44948670799583,2.802743911340365,5
167.72074025804648,14.265044182435412,1.7173911094878211,1.1519128842411066,0.1881144137498222,1.0,-0.00021276479719324485,8.306229200574869,2.7872434760829616,6
127.87741423238953,14.378573780937405,2.552713625510864,2.78024300543844,0.4030769288493566,2.0,-0.001168945707357973,5.632662292097055,3.327206258990449,7
36.335826038974105,2.33495731783939,0.49355542480537945,1.2632535063237165,0.6462287507170662,1.0,-0.0008083064385490595,4.730891811715207,3.1891174505308477,8
1.5741070365749814,1.264794365118124,0.5936722390493283,0.46354830169266426,0.1122000992281984,4.0,-7.847118881229794e-05,2.1304590006490636,5.036807474724308,9
15.220613576921327,0.7847447555360362,0.36329707270761863,0.1301453068863356,0.025393759637052874,1.0,-0.00038662507533687376,2.160063525112955,2.5884399284680457,10
56.80949123096641,3.6655150285255735,1.3897480332380918,0.7575258967663042,0.09702610744467474,1.0,-0.000517232145988366,2.6375392811206066,2.9746148286704885,11
53.073112549503975,6.963310732715428,1.0557456836310521,0.5048321480560714,0.1745892003314764,0.0,-2.7387721828952788e-05,6.595632679990072,2.3054355775790114,12
1010.6592418211072,39.95172751082906,2.2104927889811927,5.842984223795591,1.9881334999116365,1.0,-0.00023892419202495616,18.07367466203889,2.092193747611672,13
159.9343783346208,3.2765491312237733,1.2962496708972677,2.4978783091859014,1.535976605388449,1.0,-0.00019251159669741695,2.527714532768781,2.228563387376517,14
5.663541060036115,3.5091836732169623,0.5105755687205894,0.3984526409689946,0.1509473950233572,2.0,-0.0003625290000073561,6.872995670377151,4.342377652261677,15
18.628818055222265,2.223288995428172,0.7845585323952811,0.730490893862274,0.18073499399963344,2.0,-0.000996886288512959,2.8338089557708375,3.402948476925424,16
24.241172314864993,4.496877235965879,0.6774891687067516,5.437628370030748,3.1624794051372387,2.0,-0.00041044724491793834,6.637563290568759,4.874192754143725,17
18.630732591298,1.8894412137154186,0.6030218008184287,0.708344167097341,0.15243022333499157,2.0,-0.000631162812128378,3.1332884004376713,3.545302086029832,18
18.994921740207943,2.6675393781040015,0.6854941539194432,0.8416162394690764,0.16522127718881363,2.0,-0.00101870157115257,3.8914108353103196,3.5425502035714267,19
