Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,2.0170229510594996e-05,16,0.07861333627937844,0.1274849432871044,0.01596777650689691,0.0002549694797360503
2,0.0005484909118353621,19,0.06942753883369021,0.08534784362794251,0.013065055960687081,0.00017039484497551903
3,8.498961082169738e-05,12,0.09512335760202742,0.20921427301677417,0.020455526051254422,0.0004184213227996008
4,0.0007267136928414062,12,0.035003686611974796,0.02561847256467714,0.007157998681849158,5.070883233799109e-05
5,-3.891184309688811e-05,11,0.02395631559755904,0.016965704964056503,0.005825067375414039,3.392989579657981e-05
6,-0.0005651573286565163,17,0.04464724804997308,0.05180718734147981,0.010179114631585578,0.00010329497187682544
7,0.0003121626214054294,13,0.0653076629028998,0.11747975644149952,0.015328389115722468,0.00023486206738079632
8,-0.00022342124959732435,12,0.08206182502144746,0.1866476353120465,0.01932085067030158,0.0003732453535693214
9,0.00045779260615899853,14,0.09005743608712959,0.27116255689868224,0.023287874823550655,0.0005421155397271107
10,0.0005481857358404886,16,0.059417766201843886,0.07889421876595887,0.012561386767865949,0.00015748792993093875
11,-0.0005987877232915608,11,0.04556277603459318,0.06399973284770516,0.011313684885810207,0.00012764091895784566
12,-0.0004247153358157948,13,0.07113652440498104,0.14036542318340386,0.016755024511077497,0.00028055046325033064
13,-0.00015341387637337467,19,0.07467656594551206,0.1539450593705708,0.017546797962623883,0.00030786658292367776
14,-4.251291983639382e-05,18,0.10418708464976631,0.2724426810908309,0.02334277965842247,0.0005448835548333089
15,0.0006624436283210755,6,0.08724981693429465,0.2169825116349316,0.02083182717069876,0.00043352619170916004
16,-0.0006972985344366829,11,0.06155399816595743,0.10334411355181826,0.014376655630000899,0.00020620200185750894
17,-0.0008728357666878416,13,0.07803350188911906,0.1616217742235197,0.017978975177885957,0.00032248170617142993
18,-4.983714371335535e-05,10,0.10049445511179861,0.2340154257226121,0.02163402069531284,0.00046802836770433074
19,-0.0005502037049077222,11,0.0879822393219907,0.18812367412081926,0.01939709638687292,0.0003759446241247443
