Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.00837986006457771,5,0.09002691848764224,0.341269796045673,0.026125458696286002,0.0006123175373894416
2,0.0007395921198250623,7,0.04537967043766916,0.050581950382742734,0.010058026683474521,0.00010061690426177815
3,-0.011860087110113549,4,0.13531503612684942,0.8780000566599964,0.04190465503163095,0.0016153384470605112
4,-0.0012005947851818344,3,0.08975226009225623,0.3121141051210772,0.024984559436623137,0.0006227867824039486
5,0.000789579947785319,6,0.03390505303043069,0.027009752395199375,0.007349796241420489,5.3396068296454085e-05
6,0.003822541055234755,5,0.0675659652649627,0.1348853470735762,0.016424697688150986,0.00025515887402819716
7,-0.0002565023274415961,7,0.047576937600757374,0.062467486456406957,0.011177431409443491,0.00012486917946883094
8,-0.008380958698159259,4,0.11862190920727642,0.6070189866619523,0.03484304770429683,0.0011437975046236532
9,-0.01073502528741341,4,0.14886485029922675,0.997065810405407,0.04465570087694083,0.0018788908528894089
10,-0.00770951047423888,8,0.09863288154307111,0.438697392667539,0.029620850516740366,0.0008179582335826788
11,-0.0008527551862251746,9,0.04394534326176435,0.045895251241684525,0.009580736009481164,9.106331107573512e-05
12,-0.003683445644272545,17,0.07757573789680902,0.1710736838659474,0.01849722594693309,0.00032857959591758444
13,-0.004328831838230734,15,0.0881348273194274,0.22681149472961187,0.02129842692452247,0.00043488420437554363
14,-0.007296912529170093,6,0.12829598824476204,0.7353712717772349,0.0383502613231575,0.0014174976110961101
15,-0.009338417864474948,8,0.12756356585706596,0.8306367429412798,0.040758722819570284,0.0015740674376710144
16,-0.003777867097086364,9,0.06304936054083692,0.12184177467254537,0.015610366726796995,0.00022941126954184298
17,-0.005456274033690888,9,0.08917242570199682,0.2267117560821133,0.021293743498131713,0.00042365258583349706
18,-0.006747961949591891,6,0.11041267494518293,0.5401606520907051,0.03286824157422192,0.0010347863137082703
19,-0.00577499984273663,6,0.08163457862862475,0.25886139391545726,0.022753522536761522,0.0004843721646473063
