Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.00039920262264438124,18,0.014373789358535423,0.0034009523698748318,0.0026080461536847205,6.64254200582351e-06
2,0.0005805343912970652,19,0.025726336367824544,0.013135224416099886,0.0051254705961696605,2.593342865272112e-05
3,-0.0011024501852305603,7,0.03707888337711367,0.03564189438926669,0.008442972745338775,7.006839236761848e-05
4,-0.0006457848265020593,11,0.0380249289612211,0.03737736916141141,0.008646082252836994,7.433770028068254e-05
5,-1.436230926439297e-06,11,0.056518594250546936,0.06800339360050964,0.011662194784903024,0.00013600678513825997
6,0.0004112837845402979,9,0.0565796294495216,0.06837383159250315,0.011693915648105485,0.00013657850883358051
7,0.0005696701258795741,15,0.07424931955268935,0.10082927298036606,0.0142006530117714,0.00020133402190841248
8,-0.0002204915600465398,22,0.06964116203010157,0.11237751221423434,0.014991831923699942,0.00022470640790041687
9,-0.0011715420304698899,29,0.050628697549491015,0.058593963518766376,0.010825337271306273,0.00011581541630837525
10,-0.0006713585748724471,13,0.05426029188848404,0.0870010079016635,0.013190982366879541,0.00017355129346727224
11,0.0007207322433418882,7,0.06713871887213999,0.09418741431034977,0.013724970987972963,0.0001878553736541069
12,0.0010273730829906435,16,0.08529669056710511,0.17046938015768803,0.01846452708073987,0.0003398832648637224
13,0.0009045092274546284,14,0.09198004485483177,0.19597649777598186,0.019797802796067136,0.00039113485860941313
14,-0.000802828393463892,15,0.0781555722870684,0.1591274501031339,0.01783970011536819,0.00031761036677691604
15,-0.0004418051915287027,9,0.07501225953987276,0.13059467820697185,0.016161353792734805,0.000260994164586682
16,0.0009047533682505262,12,0.08065801544502998,0.16188684396605157,0.017993712455524658,0.00032295510927474245
17,0.003141266164279461,47,0.6899724068091877,4.836134967991158,0.09834769919007925,0.009662402382867469
18,-0.00022250572161270377,4,0.09320074883432522,0.2984413151871548,0.024431181518181015,0.0005968331215781593
19,0.0006794724488350101,12,0.09442145281381868,0.24402947749592635,0.022092056377618012,0.00048759727218312694
