Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.005111188754443615,12,0.08233940103447634,0.232336762377271,0.021556287360177354,0.0004385492742709912
2,0.005014085047016751,21,0.08517869072532036,0.1546414630747047,0.017586441543115235,0.0002841418772906924
3,0.002223252566896478,20,0.07618760670431433,0.14769783581884913,0.017187078624295003,0.0002904528196614865
4,0.0031412895669360417,10,0.05508222000237384,0.09100380284324289,0.013491019445782657,0.00017213990554314457
5,0.0023292527153546535,14,0.043441132269913384,0.05632546488149326,0.010613714230324204,0.0001072255115509995
6,0.0017827840928568762,12,0.05631257886840624,0.06348173988850549,0.011267807230202822,0.00012378516065526745
7,0.0022453990264850606,32,0.06842688154934069,0.10282755716124956,0.014340680399566094,0.00020061329753435906
8,-0.007086967615360429,13,0.031326829588978936,0.04997762564161254,0.009997762313799277,4.9730141302057586e-05
9,0.0015904695377970412,30,0.06710187969361349,0.08397152996929635,0.012959284700113378,0.00016541346658793238
10,0.002064063058229822,14,0.028866111856914123,0.02478703102026094,0.007040885032474389,4.531370573217283e-05
11,0.001184829683965127,14,0.030380399692030928,0.023191019297988384,0.006810436006305086,4.497821721597187e-05
12,0.006192390268717017,42,0.06577687783788629,0.11481344495831144,0.01515344482012664,0.0001912811926765217
13,0.004423323505341809,7,0.12237338567537692,0.49133519971760575,0.03134757405980902,0.000963104608602302
14,0.01764210987601458,6,0.06700723670391869,0.29693944666457334,0.024369630553809113,0.00028263485245177543
15,-0.002013535509780958,24,0.019401812887434082,0.010958541066234952,0.004681568341108554,1.7862756883321042e-05
16,0.0036114759397398097,2,0.01864466896987568,0.01813910571647798,0.006023139665735468,2.323545296963642e-05
17,0.007702324526307862,25,0.06681795072452909,0.1320745201558702,0.016252662560692646,0.0002048232372031768
18,0.008765354586559861,14,0.03643755103249816,0.06978428371610398,0.011813914145286819,6.273712640408199e-05
19,0.021643615480310744,10,0.055555434950847846,0.33535599543734645,0.025898107862828375,0.00020226589981514614
