Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.0015473123344962125,75,0.05583936391993224,0.04495639508200567,0.009482235504563855,8.751861470352723e-05
2,0.001054033072206913,78,0.06397866103368507,0.06560567033202652,0.011454751881383247,0.00013010035494674712
3,-0.0008250088451936543,66,0.0479839957752638,0.02608624021056616,0.007223052015674005,5.149184082648454e-05
4,4.4570944122172106e-05,66,0.037573266908835765,0.025518031938770776,0.0071439529587996,5.103407730848161e-05
5,0.00022363548062473415,33,0.025269678248511708,0.01454211493435564,0.005392979683691687,2.9034217040517025e-05
6,7.144955319549507e-05,55,0.04997149855885462,0.03772106181133751,0.008685742548721728,7.543701858402319e-05
7,0.0005435287857931596,52,0.0463750649504522,0.047574789226508284,0.009754464539533504,9.485415491203076e-05
8,-0.0012279986953141141,77,0.08252868701386595,0.1167584285109749,0.015281258358589117,0.0002320088762262566
9,-0.0005450548816764348,92,0.12975553887157137,0.21517450498587354,0.020744855024119765,0.00043005192514770777
10,-0.00010666855341011938,64,0.02129467268133009,0.007172472722838333,0.003787472170944186,1.4333567265390058e-05
11,-0.00039703324579376683,56,0.02612146515576491,0.009851202347804375,0.004438739088480956,1.9544769297343216e-05
12,0.00028761414165841926,84,0.15824307876970628,0.34522158015795185,0.026276285131576413,0.0006903604384214217
13,0.003170628893741429,78,0.13997698175860981,0.3047777582982041,0.024689178127195895,0.0005995026290145801
14,0.00020981760412929352,96,0.08054118423027515,0.090941500645109,0.013486400605432793,0.00018183897786321545
15,-0.00047009763383815297,60,0.018360740000791277,0.005377555386461426,0.0032794985551030287,1.0534118987582622e-05
16,-0.0008007802398317856,53,0.01646788020689527,0.005358501928753491,0.0032736835304450216,1.007575486500193e-05
17,-0.0027655687058958413,88,0.08849119536463837,0.1213455881217771,0.015578548592328947,0.00023504280597652383
18,0.0012077332874712687,65,0.04760542381648461,0.04401179183918958,0.009382088449720518,8.6564963984713e-05
19,0.008373343323244,17,0.07230724412682751,0.18840169923525726,0.01941142443177508,0.00030669052006159967
