Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.005557525093844296,58,0.06293758814704227,0.0762651875477332,0.012350318825660591,0.00012164428992675736
2,0.00963342008804057,56,0.09076262711731359,0.15837190380389715,0.017797297761396092,0.0002239410250151307
3,0.003450772143238039,79,0.06227508721917867,0.05105627140854338,0.010105075102001308,9.020471443253911e-05
4,0.001856227052860041,72,0.03605897907371895,0.020525522705310044,0.006407108974461109,3.760546653885062e-05
5,0.0016745125126460246,54,0.024796463300037704,0.012453583848269587,0.004990708135779849,2.2103175541531074e-05
6,0.00186625920976769,72,0.054041147115731034,0.03475323203791795,0.008337053680757723,6.602354063779317e-05
7,0.0033300076883874723,76,0.05489293402298424,0.051541727548525956,0.01015300227011951,9.199450389233222e-05
8,-0.02364551580638332,46,0.14858949382083664,0.6321997359557909,0.03555839523813725,0.0007052890541616583
9,0.014640791386813071,70,0.10685193536542967,0.3170500315349029,0.0251813435517211,0.00041974729063762604
10,0.000706882586006385,76,0.02706789505271292,0.008798805618539596,0.004194950683509783,1.7097928246680115e-05
11,0.0016262445879016763,50,0.015521450309947267,0.005966883340409207,0.0034545284310334478,9.28909522113892e-06
12,0.0032976397859118514,94,0.14016626773799942,0.2592284218277865,0.022769647420537126,0.0005075824154979442
13,-0.06668857966164038,26,0.23689140320608543,3.797112332777228,0.08714484876086742,0.0031468580082675015
14,0.010852421795309599,42,0.07382153196194433,0.11926153401996228,0.015444192048790528,0.00012074800921661375
15,0.0015906588237764312,52,0.019401812887434082,0.0068303968614058025,0.0036960510985119786,1.1130598229153786e-05
16,0.0016411981802734548,48,0.012966089588187657,0.005538461487361142,0.0033282011619976165,8.383391507789385e-06
17,0.005050617241038944,84,0.10495907557153364,0.12327697205554589,0.01570203630460367,0.00022104520959561193
18,0.003648386705720782,66,0.05063399948671822,0.04054708768415262,0.009005230445041661,6.778344981382512e-05
19,0.004725234642468221,61,0.057069722785964644,0.05485824813348043,0.010474564251889473,8.738865384057909e-05
