Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0004272788141727308,6,0.08239751861580816,0.20879809228646667,0.020435170284901796,0.0004174136173878925
2,-0.0008644129092293378,7,0.08453375057992171,0.24209459866729127,0.02200429951928901,0.0004834419876569403
3,-0.0007329430906378915,32,0.052764929513604564,0.055531550496756545,0.010538647968003917,0.00011052589541939926
4,-0.0009816615264596833,9,0.05477909107976876,0.10396983026775561,0.01442011305557315,0.00020697600118298008
5,-0.001562045233509846,8,0.06515507490546311,0.16549523589429815,0.01819314353784404,0.00032855048647706554
6,-0.0020845675719320194,5,0.08648687694711123,0.2774572773094191,0.023556624431756733,0.0005505691326568876
7,-0.0007104821374152119,7,0.09365851282663529,0.25938513282939707,0.022776528832523936,0.0005182654807912079
8,2.1451968689062627e-05,14,0.04766849039921939,0.04106604083695438,0.009062675194108458,8.213162148694813e-05
9,-0.00023190514225480342,66,0.05136111993718709,0.042506898129898,0.009220292634173604,8.49600162647918e-05
10,0.00044607384795586103,30,0.023132340411400956,0.0065748895502604505,0.0036262624147351636,1.2950797222690754e-05
11,-0.0009571864116708393,5,0.06204227975775481,0.11418835255272987,0.015112137674910845,0.00022746049927877245
12,2.6273749408062042e-05,9,0.06845097565009545,0.1165130432990989,0.015265191993492836,0.00023302539628828982
13,0.00025771922392002055,9,0.05648807665105959,0.0984529689345957,0.014032317622872973,0.00019683951867081344
14,0.0011034839761120607,12,0.054290809487971374,0.05613692060490053,0.010595935126726713,0.00011105616432426499
15,0.002155120454445672,9,0.05783085102850239,0.0955039087053047,0.013820557782181202,0.00018636327323743928
16,0.0005575851564825883,11,0.05865482621466048,0.0669036688291815,0.011567512163743895,0.00013349643645163328
17,0.00044961388949639193,9,0.061126751773134716,0.08871141823931492,0.013320016384322874,0.00017722068382900174
18,0.0010558154857128411,8,0.049072299975636856,0.0557092149299997,0.010555492876223233,0.00011030368352012837
19,0.0005797409337103941,8,0.04971316956487092,0.06763978503663713,0.011630974596880275,0.0001349434705230549
