Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,0.000673368928937542,14,0.05041507435307965,0.05253101496093257,0.010249977069333626,0.00010460860420740664
2,0.0013204641084670228,11,0.04263308648380889,0.045083244325773,0.009495603648612657,8.84228631897964e-05
3,-5.642894520261932e-05,15,0.04067996011661936,0.04059001835095996,0.009009996487342263,8.117685247606325e-05
4,-0.000507234924829552,12,0.0376892353668604,0.03428533117138593,0.00828074044652843,6.831337507380503e-05
5,0.0003215010068485542,11,0.033081077844272604,0.03072944430356137,0.007839571965810553,6.135552570971809e-05
6,0.001329802493910147,11,0.036254908190955594,0.03681071342668634,0.008580292935172592,7.185305218056304e-05
7,0.0020903621083335436,13,0.04244998088688487,0.044675489004203046,0.009452564625984108,8.49813642644494e-05
8,0.000972136227918565,13,0.03375246503299401,0.030196869565583553,0.007771340883732171,5.944869028553538e-05
9,0.0002340375667178481,12,0.027160663543729355,0.02009373423623203,0.006339358679903201,4.0132694889828846e-05
10,-0.0001455403357056415,16,0.012329110192883887,0.003886878666384473,0.002788145859306673,7.752575343451634e-06
11,0.001702605489247448,15,0.028015156329374777,0.01993958039405172,0.006314994915920633,3.6980295336087896e-05
12,-0.024883411656135362,11,1.6297618830217107,26.218442442337103,0.22899101485576723,0.051817700709025506
13,0.0020308527893332386,13,0.037963893762246424,0.03208341486212836,0.008010420071647723,6.004246667231413e-05
14,0.0006211838338141972,14,0.025512713171413196,0.020501249887978468,0.006403319434165138,4.061663042056484e-05
15,0.0001812421196047562,16,0.017303478909319714,0.009621829191153662,0.00438675943975816,1.92108096763885e-05
16,0.001676543459285263,12,0.030548117086823694,0.018800602407401095,0.006131982127730168,3.4790406843929996e-05
17,0.001344756117658942,9,0.028930684313994863,0.019404940914273888,0.00622975776644227,3.700151281256663e-05
18,0.0005903610583319874,17,0.03204347946170317,0.020127163007540264,0.0063446296988146226,3.990579983588566e-05
19,0.0011399219898999403,10,0.029541036303741594,0.021710531935531484,0.006589466129441972,4.212164172800553e-05
