Channel,Mean,Zero_Crossing_Rate,Range,Energy,RMS,Variance
1,-0.0015326262676040533,16,0.05746463983465436,0.05129642495530478,0.010128812857912301,0.00010024390663445963
2,-0.0013379850180738225,8,0.03759768256839839,0.04044997495366863,0.008994439944061957,7.910974599874726e-05
3,-0.0009612757700021427,8,0.04147341770329011,0.038073580206532634,0.008726234033823827,7.522310930707206e-05
4,-0.0008437219767769227,6,0.041412382504315434,0.04132743059116643,0.009091471893061809,8.19429944082365e-05
5,-0.0009785487313119746,13,0.032440208255038544,0.022802148496607368,0.006753095363847214,4.464673937366245e-05
6,-0.0010939662925730804,7,0.03717043617557568,0.04026987312916987,0.008974393921504656,7.934298400905366e-05
7,-0.0007346520762091827,6,0.042541533685346876,0.05160428316500658,0.010159161694254756,0.00010266885265693471
8,-0.0007892785792915144,24,0.039642361734049926,0.045089171528536184,0.009496227833043621,8.955538238134392e-05
9,-0.001487765396357669,16,0.03369142983401934,0.03110835260430784,0.007887756665149837,6.000325933401639e-05
10,-0.00032083342716090145,11,0.010101325430308334,0.002538411326859053,0.0022531805639402504,4.973888565734295e-06
11,-0.0005354331867558511,7,0.040954618512005395,0.05843226530837552,0.010810389938237706,0.0001165778419192715
12,-0.0011189296889537418,2,1.9550794935567164,87.2791563963306,0.4178017625533205,0.17455706078901237
13,-0.0009200159754952631,4,0.0440674136597137,0.06709163458078081,0.01158375022009546,0.0001333368397663951
14,-0.0009898402431222895,16,0.028656025918608836,0.025405316561583152,0.007128157765030618,4.983084941626191e-05
15,0.00039059285208788364,12,0.029968282696564298,0.028955141865255718,0.007609880664669548,5.775772095440929e-05
16,-0.0006474327768743744,10,0.04544070563664383,0.06302828235600348,0.01122749147013735,0.0001256373955114357
17,-0.0007798181234504402,11,0.04647830401921327,0.05575720167435892,0.01056003803727609,0.00011090628704305608
18,-0.00023556725419328383,10,0.03381350023196868,0.037010162430960794,0.008603506544538777,7.396483293067343e-05
19,-0.0002159749553224133,4,0.04495242404484645,0.04560586992885111,0.00955048374993132,9.116509467637568e-05
