mean,std,rms,skewness,kurtosis,zero_crossings,fft_mean,fft_std,entropy,num_peaks,class
-0.003043674688620026,0.010157353933931128,0.01060357461186049,-0.6222855097690216,0.41010785412812645,0,0.05792725654272333,0.22991809459909782,-905.7692302757331,23,1
-0.002241672174092826,0.009393321163254932,0.009657099803365142,-0.5139319234931626,0.4758870015028851,0,0.05779047622346758,0.20806260875982102,-1095.0911762352862,24,1
-0.0018446382047625802,0.009529785523284985,0.009706673077130074,-0.8341261939958302,0.8578298163455624,0,0.05394933922847258,0.21023610515311608,-1063.7482983127454,17,1
-0.0032123149433870473,0.010220622055529488,0.010713546681537517,-0.5991284137958581,-0.10351787960699532,0,0.06034756735668724,0.23183660703795653,-982.9087245157833,24,1
-0.002638095791433326,0.008084864984974226,0.008504386587522965,-0.7732709398416132,0.2709999667921923,0,0.04731631957822807,0.18418322810883528,-1366.5781086673694,17,1
-0.0021166110513937218,0.008189792267258352,0.008458885253018078,-0.6252820588051977,0.16135134061613865,0,0.04709406341339636,0.18318984429568788,-1354.8706847514225,27,1
-0.0019949068646382246,0.009764561483877433,0.00996625879510478,-0.09759372610827129,-0.05936001711169103,0,0.06469179904517618,0.21325601590998608,-1013.6569791641563,16,1
-0.000677706235565813,0.00809719833785779,0.008125509624899335,-0.03043499650976077,0.09322827408918277,0,0.05671036710297776,0.17261485334469734,-1199.7543224455083,31,1
-9.414869816896732e-05,0.008153301581774642,0.008153845145741719,-0.1236335563086655,0.37335494923867873,0,0.06101343990206643,0.17181372320535057,-1142.2827365619135,35,1
0.0008371874029855642,0.004874304952579239,0.00494567806457883,0.02714193924024327,-0.7169143210280162,0,0.03093729089602306,0.10617320656004958,-2569.2521124542773,25,1
-0.0013126554104993331,0.007420864882635773,0.00753606660221697,-0.09764749251700362,-0.6754971652467456,0,0.04154492522034848,0.16331003981678732,-1728.1020256293557,20,1
-0.0011403530437938323,0.009434789879475007,0.009503455431280448,0.3076088934183353,0.12937928039224156,0,0.05918358347807933,0.20409589906183845,-1035.564005165995,25,1
-0.0012736539183545172,0.008679931689759453,0.008772879142142002,-0.06645879838332759,0.15544147776512007,0,0.05667430293624545,0.18780236315873605,-1160.7816675948482,19,1
0.001143645137037396,0.008897777358107706,0.008970973532115867,0.018176523522268746,-0.2666152763609566,0,0.0615068144397566,0.1909347921004317,-1070.309720456328,35,1
0.002482452226546842,0.011868742046505046,0.012125576556335957,0.6200799927932849,-0.4447617912631219,0,0.06154369309477056,0.2640590412238118,-966.0541411640062,20,1
-0.00036075044729033743,0.006321642738792541,0.006331927652946505,0.18025964516869464,-0.8728591770552465,0,0.03562935321106623,0.1370299350172633,-2169.8563775622065,19,1
-0.0011930264205089745,0.008024600698693955,0.008112800281870124,0.12268280959238015,-0.4558095347243585,0,0.05268649266333877,0.1735882994259461,-1436.4146649261518,19,1
0.0006319260288337395,0.007142285687810673,0.007170186563278723,0.19551232909081898,-0.12633108077382538,0,0.04904053665493642,0.1526460397151109,-1501.2937164412392,29,1
-0.0004404624171512601,0.007023034475661275,0.007036833122026526,0.4328867023473611,-0.7332330998152043,0,0.04844598569657248,0.14970469820119972,-1909.3462553230545,19,1
